ID,createdate,closedate,contract_signed_at,spin_at,proposal_at,mrr,lost_reason,prob,country,drs,stage,paid_at,deals,spins,proposal,contract_signed,won,lost,size,no_show,lost_after_spin,paid_clinics,month_created,month_spin,month_proposal,month_contract,month_paid,month_closed,MRR number value,Drs - number value,True size
4359199827,2021-02-25,2021-04-16,,2021-03-02,2021-03-02,1.758,Internal Development,2,Brazil,11,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-02-01,2021-03-01,2021-03-01,,,2021-04-01,1.758,11,large (11-15)
4429624662,2021-03-01,2021-06-29,,2021-03-08,2021-03-08,219,Automatically closed (expired),,Italy,1,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-06-01,219,1,small (2-5)
4442799674,2021-03-02,2021-03-02,,,,,No Product Fit,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-03-01,,,,,2021-03-01,,,
4497863824,2021-03-04,2021-06-07,,2021-03-08,2021-03-08,659,Sponsor Failed,1,Spain,20,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-06-01,659,20,big (16-20)
4542598054,2021-03-06,2021-04-14,2021-03-30,2021-03-11,2021-03-11,1.334,Insufficient Funds,3,Brazil,5,Closed won,2021-03-30,1,1,1,1,1,0,small (2-5),0,0,1,2021-03-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,2021-04-01,1.334,5,small (2-5)
4574407849,2021-03-08,2021-03-16,,2021-03-11,2021-03-15,1.334,Insufficient Funds,2,Brazil,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-03-01,1.334,5,small (2-5)
4594095027,2021-03-09,2021-05-18,,2021-04-08,2021-04-08,369,No Product Fit,2,Spain,10,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-03-01,2021-04-01,2021-04-01,,,2021-05-01,369,10,medium (6-10)
4595269790,2021-03-09,2022-01-05,,2021-04-21,2021-04-21,311,Abandoned,1,Spain,8,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-03-01,2021-04-01,2021-04-01,,,2022-01-01,311,8,medium (6-10)
4596086394,2021-03-09,2021-07-07,,,,,Automatically closed (expired),,Italy,25,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-03-01,,,,,2021-07-01,,25,extra (>25)
4607323030,2021-02-11,2021-04-06,,,,,No Interest,,Spain,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-04-01,,,
4607445669,2021-02-12,2021-05-06,,2021-03-24,2021-03-24,,No Interest,,Spain,,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-02-01,2021-03-01,2021-03-01,,,2021-05-01,,,
4607454523,2020-12-15,2021-04-20,,,,,Price too high,,Spain,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2020-12-01,,,,,2021-04-01,,,
4607542785,2020-12-28,2021-04-12,,,,,Insufficient Funds,,Spain,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2020-12-01,,,,,2021-04-01,,,
4607542787,2021-02-11,2021-05-31,,,,,No Interest,,Spain,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-05-01,,,
4707333285,2021-03-18,2021-05-10,,2021-03-23,2021-04-26,6.900,Internal Development,,Poland,30,Closed lost [set-lost],,1,1,1,0,0,1,extra (>25),0,0,0,2021-03-01,2021-03-01,2021-04-01,,,2021-05-01,6.900,30,extra (>25)
4707652013,2021-03-18,2021-07-31,,2021-05-18,,9.000,,,Poland,300,1st meeting,,1,1,0,0,0,0,extra (>25),0,0,0,2021-03-01,2021-05-01,,,,2021-07-01,9.000,300,extra (>25)
4707913288,2021-03-18,2021-04-16,,,,6.900,No Interest,,Poland,30,Closed lost [set-lost],,1,0,0,0,0,1,extra (>25),1,0,0,2021-03-01,,,,,2021-04-01,6.900,30,extra (>25)
4708195869,2021-03-18,2021-03-30,,,,5.320,No Interest,,Poland,20,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-03-01,,,,,2021-03-01,5.320,20,big (16-20)
4710066851,2021-03-18,2021-10-08,,2021-03-18,2021-04-07,1.533,Abandoned,2,Brazil,6,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-03-01,2021-03-01,2021-04-01,,,2021-10-01,1.533,6,medium (6-10)
4722831729,2021-03-19,2021-03-26,,2021-03-26,,4.725,Insufficient Funds,1,Brazil,34,Closed lost [set-lost],,1,1,0,0,0,1,extra (>25),0,1,0,2021-03-01,2021-03-01,,,,2021-03-01,4.725,34,extra (>25)
4767356534,2021-03-22,2021-07-01,,,,389,Abandoned,,Italy,10,Closed lost [set-lost],,1,0,0,0,0,1,medium (6-10),1,0,0,2021-03-01,,,,,2021-07-01,389,10,medium (6-10)
4806361999,2021-03-24,2021-05-05,,2021-04-08,2021-04-08,224,Insufficient Funds,2,Spain,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-03-01,2021-04-01,2021-04-01,,,2021-05-01,224,5,small (2-5)
4824984665,2021-03-25,2021-04-06,,2021-03-25,2021-03-25,579,Insufficient Funds,,Italy,20,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-04-01,579,20,big (16-20)
4866257808,2021-03-29,2021-05-28,,2021-03-29,2021-04-06,485,Postponed,,Italy,14,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-03-01,2021-03-01,2021-04-01,,,2021-05-01,485,14,large (11-15)
4875477429,2021-03-30,2021-07-31,,,,5.320,,,Poland,20,Initial contact,,1,0,0,0,0,0,big (16-20),0,0,0,2021-03-01,,,,,2021-07-01,5.320,20,big (16-20)
4878664715,2021-03-30,2021-04-13,2021-03-31,2021-03-30,2021-03-30,1.356,,4,Brazil,4,Closed won,2021-03-31,1,1,1,1,1,0,small (2-5),0,0,1,2021-03-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,2021-04-01,1.356,4,small (2-5)
4888984949,2021-03-31,2021-06-16,,,,5.320,No Interest,,Poland,20,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-03-01,,,,,2021-06-01,5.320,20,big (16-20)
4889600582,2021-03-31,2021-06-16,,,,6.900,No Interest,,Poland,30,Closed lost [set-lost],,1,0,0,0,0,1,extra (>25),1,0,0,2021-03-01,,,,,2021-06-01,6.900,30,extra (>25)
4898906141,2021-04-01,2021-10-18,,2021-04-21,2021-04-21,1.036,Abandoned,2,Spain,33,Closed lost [set-lost],,1,1,1,0,0,1,extra (>25),0,0,0,2021-04-01,2021-04-01,2021-04-01,,,2021-10-01,1.036,33,extra (>25)
4902245690,2021-04-01,2021-04-29,2021-04-13,2021-04-06,2021-04-06,895,,2,Brazil,4,Closed won,2021-04-13,1,1,1,1,1,0,small (2-5),0,0,1,2021-04-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,895,4,small (2-5)
4936236841,2021-04-05,2021-04-06,,2021-04-06,,2.919,Insufficient Funds,1,Brazil,20,Closed lost [set-lost],,1,1,0,0,0,1,big (16-20),0,1,0,2021-04-01,2021-04-01,,,,2021-04-01,2.919,20,big (16-20)
4807902553,2021-03-24,2021-03-25,,2021-03-24,2021-03-24,1.906,No Product Fit,1,Spain,63,Closed lost [set-lost],,1,1,1,0,0,1,extra (>25),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-03-01,1.906,63,extra (>25)
4808618374,2021-03-24,2021-04-08,,2021-03-31,2021-03-31,435,Insufficient Funds,,Italy,14,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-04-01,435,14,large (11-15)
4811527234,2021-03-24,2021-04-23,,2021-03-31,2021-03-31,411,Insufficient Funds,,Italy,12,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-04-01,411,12,large (11-15)
4828263324,2021-03-25,2021-07-19,,2021-04-07,2021-07-19,529,Price too high,1,Italy,20,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-03-01,2021-04-01,2021-07-01,,,2021-07-01,529,20,big (16-20)
4841499215,2021-03-26,2021-04-06,,,,244,No Product Fit,,Italy,5,Closed lost [set-lost],,1,0,0,0,0,1,small (2-5),1,0,0,2021-03-01,,,,,2021-04-01,244,5,small (2-5)
4866740582,2021-03-29,2021-07-27,,,,1.300,Automatically closed (expired),,Italy,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-03-01,,,,,2021-07-01,1.300,,
4868020644,2021-03-29,2021-07-27,,2021-04-15,,219,Automatically closed (expired),,Italy,5,Closed lost [set-lost],,1,1,0,0,0,1,small (2-5),0,1,0,2021-03-01,2021-04-01,,,,2021-07-01,219,5,small (2-5)
4868658700,2021-03-29,2021-05-14,2021-05-06,2021-04-29,2021-05-06,243,,,Italy,6,Closed won,,1,1,1,1,1,0,medium (6-10),0,0,0,2021-03-01,2021-04-01,2021-05-01,2021-05-01,,2021-05-01,243,6,medium (6-10)
4875522335,2021-03-30,2021-06-16,,,,4.215,No Interest,,Poland,15,Closed lost [set-lost],,1,0,0,0,0,1,large (11-15),1,0,0,2021-03-01,,,,,2021-06-01,4.215,15,large (11-15)
4889134119,2021-03-31,2021-06-16,,,,5.320,No Interest,,Poland,20,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-03-01,,,,,2021-06-01,5.320,20,big (16-20)
4889199366,2021-03-31,2021-04-13,2021-04-09,2021-04-07,2021-04-07,291,,,Italy,8,Closed won,,1,1,1,1,1,0,medium (6-10),0,0,0,2021-03-01,2021-04-01,2021-04-01,2021-04-01,,2021-04-01,291,8,medium (6-10)
4889212722,2021-03-31,2021-04-05,,2021-03-31,2021-03-31,108,Insufficient Funds,1,Spain,1,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-04-01,108,1,small (2-5)
4889699851,2021-03-31,2021-06-16,,,,5.320,No Interest,,Poland,20,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-03-01,,,,,2021-06-01,5.320,20,big (16-20)
4890860323,2021-03-31,2021-06-16,,,,6.250,No Interest,,Poland,25,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-03-01,,,,,2021-06-01,6.250,25,extra (>25)
4906270265,2021-04-02,2021-06-24,2021-05-25,2021-04-02,2021-04-02,627,,,Italy,33,Closed won,,1,1,1,1,1,0,extra (>25),0,0,0,2021-04-01,2021-04-01,2021-04-01,2021-05-01,,2021-06-01,627,33,extra (>25)
4939442222,2021-04-06,2021-04-09,,,,,No Interest,,Spain,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-04-01,,,,,2021-04-01,,,
4942467194,2021-04-06,2021-04-12,,2021-04-07,2021-04-07,291,No Product Fit,,Italy,8,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-04-01,2021-04-01,2021-04-01,,,2021-04-01,291,8,medium (6-10)
4154274072,2021-02-15,2021-03-09,,2021-02-16,2021-02-16,799,Postponed,,Italy,1,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,799,1,small (2-5)
4160056025,2021-02-16,2021-05-31,,2021-02-16,2021-03-29,497,Postponed,,Italy,12,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-02-01,2021-02-01,2021-03-01,,,2021-05-01,497,12,large (11-15)
4167908170,2021-02-17,2021-03-01,,,,244,Abandoned,,Italy,5,Closed lost [set-lost],,1,0,0,0,0,1,small (2-5),1,0,0,2021-02-01,,,,,2021-03-01,244,5,small (2-5)
4169690509,2021-02-17,2021-04-03,,2021-02-17,,949,Decision-maker Changed,,Italy,50,Closed lost [set-lost],,1,1,0,0,0,1,extra (>25),0,1,0,2021-02-01,2021-02-01,,,,2021-04-01,949,50,extra (>25)
4170421934,2021-02-17,2021-03-30,,2021-02-17,2021-02-17,311,No Interest,1,Spain,8,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,311,8,medium (6-10)
4170447314,2021-02-17,2021-03-08,,,,195,Price too high,,Italy,5,Closed lost [set-lost],,1,0,0,0,0,1,small (2-5),1,0,0,2021-02-01,,,,,2021-03-01,195,5,small (2-5)
4175496357,2021-02-18,2021-03-15,,2021-02-18,2021-02-18,427,No Interest,,Spain,12,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,427,12,large (11-15)
4198820640,2021-02-19,2021-06-17,,2021-02-26,2021-02-26,799,Postponed,,Italy,1,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-06-01,799,1,small (2-5)
4261520779,2021-02-21,2021-03-25,,,,,No Interest,,Italy,20,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-02-01,,,,,2021-03-01,,20,big (16-20)
4279832931,2021-02-22,2021-03-15,,,,,No Interest,,Spain,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-03-01,,,
4303258937,2021-02-23,2021-05-28,,2021-03-01,2021-03-01,770,Postponed,,Italy,30,Closed lost [set-lost],,1,1,1,0,0,1,extra (>25),0,0,0,2021-02-01,2021-03-01,2021-03-01,,,2021-05-01,770,30,extra (>25)
4305560149,2021-02-23,2021-06-15,,,,0,Abandoned,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-06-01,0,,
4306037731,2021-02-23,2021-05-05,,2021-02-23,2021-02-23,166,Insufficient Funds,2,Spain,3,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-05-01,166,3,small (2-5)
4307171938,2021-02-23,2021-03-15,,2021-02-23,,659,No Interest,,Spain,20,Closed lost [set-lost],,1,1,0,0,0,1,big (16-20),0,1,0,2021-02-01,2021-02-01,,,,2021-03-01,659,20,big (16-20)
4327012324,2021-02-24,2021-04-27,,2021-03-09,2021-03-09,1.135,Price too high,2,Brazil,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-02-01,2021-03-01,2021-03-01,,,2021-04-01,1.135,4,small (2-5)
4358183172,2021-02-25,2021-04-06,,2021-03-10,2021-03-10,572,No Interest,2,Spain,17,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-02-01,2021-03-01,2021-03-01,,,2021-04-01,572,17,big (16-20)
4367603093,2021-02-26,2021-04-08,,2021-03-17,2021-03-17,874,Insufficient Funds,,Italy,45,Closed lost [set-lost],,1,1,1,0,0,1,extra (>25),0,0,0,2021-02-01,2021-03-01,2021-03-01,,,2021-04-01,874,45,extra (>25)
4442485790,2021-03-02,2021-03-30,2021-03-09,2021-03-02,2021-03-02,1.135,,3,Brazil,4,Closed won,2021-03-09,1,1,1,1,1,0,small (2-5),0,0,1,2021-03-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,2021-03-01,1.135,4,small (2-5)
4443166076,2021-03-02,2021-05-06,,2021-03-02,2021-03-10,1.432,Postponed,2,Brazil,7,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-05-01,1.432,7,medium (6-10)
4443396481,2021-03-02,2021-05-07,,2021-04-12,2021-04-12,224,No Interest,1,Spain,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-03-01,2021-04-01,2021-04-01,,,2021-05-01,224,5,small (2-5)
4470108453,2021-03-03,2021-03-10,,,,,Abandoned,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-03-01,,,,,2021-03-01,,,
4498475787,2021-03-04,2021-09-13,2021-04-21,2021-03-25,2021-03-25,311,Sponsor Failed,3,Spain,8,Closed lost [set-lost],,1,1,1,1,0,1,medium (6-10),0,0,0,2021-03-01,2021-03-01,2021-03-01,2021-04-01,,2021-09-01,311,8,medium (6-10)
4577809495,2021-02-25,2021-05-17,,2021-04-27,2021-04-27,311,No Product Fit,1,Spain,8,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-02-01,2021-04-01,2021-04-01,,,2021-05-01,311,8,medium (6-10)
4594592286,2021-03-09,2021-05-28,,,,529,Abandoned,,Italy,20,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-03-01,,,,,2021-05-01,529,20,big (16-20)
4595381538,2021-03-09,2021-05-06,,2021-04-09,2021-04-09,166,No Product Fit,1,Spain,3,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-03-01,2021-04-01,2021-04-01,,,2021-05-01,166,3,small (2-5)
4595485329,2021-03-09,2021-04-01,,2021-03-19,2021-03-19,224,No Interest,3,Spain,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-04-01,224,5,small (2-5)
4596138270,2021-03-09,2021-04-08,,2021-03-11,2021-03-11,2.919,Postponed,2,Brazil,20,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-04-01,2.919,20,big (16-20)
4602305028,2021-03-10,2021-07-05,,2021-04-23,2021-04-23,514,No Product Fit,2,Spain,15,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-03-01,2021-04-01,2021-04-01,,,2021-07-01,514,15,large (11-15)
4602353513,2021-02-10,2021-04-01,,,,,No Interest,,Spain,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-04-01,,,
4607366470,2021-02-16,2021-05-03,,2021-04-07,2021-04-07,195,Price too high,1,Spain,,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-02-01,2021-04-01,2021-04-01,,,2021-05-01,195,,
4607447658,2021-03-10,2021-03-29,2021-03-29,2021-03-11,2021-03-11,166,,3,Spain,3,Closed won,,1,1,1,1,1,0,small (2-5),0,0,0,2021-03-01,2021-03-01,2021-03-01,2021-03-01,,2021-03-01,166,3,small (2-5)
4607950182,2021-03-30,2021-03-30,,,,,Insufficient Funds,,Spain,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-03-01,,,,,2021-03-01,,,
4608944813,2021-03-10,2021-03-29,,2021-03-16,2021-03-16,514,No Product Fit,2,Spain,15,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-03-01,514,15,large (11-15)
4614602110,2021-03-11,2021-03-29,,2021-03-29,2021-03-29,,No Interest,,Spain,,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-03-01,,,
4944415327,2021-04-06,2021-04-22,,2021-04-13,,597,Abandoned,1,Brazil,3,Closed lost [set-lost],,1,1,0,0,0,1,small (2-5),0,1,0,2021-04-01,2021-04-01,,,,2021-04-01,597,3,small (2-5)
4947491973,2021-04-07,2021-06-16,,,,4.675,No Interest,,Poland,17,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-04-01,,,,,2021-06-01,4.675,17,big (16-20)
4947521313,2021-04-07,2021-06-16,,,,5.320,No Interest,,Poland,20,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-04-01,,,,,2021-06-01,5.320,20,big (16-20)
4947571475,2021-04-07,2021-04-23,,,,5.911,No Interest,,Poland,23,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-04-01,,,,,2021-04-01,5.911,23,extra (>25)
4949297521,2021-04-07,2021-04-08,,2021-04-08,,6.900,No Interest,,Poland,30,Closed lost [set-lost],,1,1,0,0,0,1,extra (>25),0,1,0,2021-04-01,2021-04-01,,,,2021-04-01,6.900,30,extra (>25)
4949297684,2021-04-07,2021-04-12,,,,4.215,No Interest,,Poland,15,Closed lost [set-lost],,1,0,0,0,0,1,large (11-15),1,0,0,2021-04-01,,,,,2021-04-01,4.215,15,large (11-15)
4949641731,2021-04-07,2021-06-16,,,,4.215,No Interest,,Poland,15,Closed lost [set-lost],,1,0,0,0,0,1,large (11-15),1,0,0,2021-04-01,,,,,2021-06-01,4.215,15,large (11-15)
4949666188,2021-04-07,2021-06-16,,,,5.320,No Interest,,Poland,20,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-04-01,,,,,2021-06-01,5.320,20,big (16-20)
4949686078,2021-04-07,2021-04-23,,2021-04-14,2021-04-14,311,No Interest,2,Spain,8,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-04-01,2021-04-01,2021-04-01,,,2021-04-01,311,8,medium (6-10)
4949695251,2021-04-07,2021-10-15,,2021-04-16,2021-04-16,340,Postponed,2,Spain,9,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-04-01,2021-04-01,2021-04-01,,,2021-10-01,340,9,medium (6-10)
4954907462,2021-04-08,2021-06-16,,,,2.960,No Interest,,Poland,10,Closed lost [set-lost],,1,0,0,0,0,1,medium (6-10),1,0,0,2021-04-01,,,,,2021-06-01,2.960,10,medium (6-10)
4955225240,2021-04-08,2021-08-06,,2021-04-28,,273,Automatically closed (expired),,Italy,6,Closed lost [set-lost],,1,1,0,0,0,1,medium (6-10),0,1,0,2021-04-01,2021-04-01,,,,2021-08-01,273,6,medium (6-10)
4955299206,2021-04-08,2021-04-09,,2021-04-09,,3.976,No Product Fit,,Poland,14,Closed lost [set-lost],,1,1,0,0,0,1,large (11-15),0,1,0,2021-04-01,2021-04-01,,,,2021-04-01,3.976,14,large (11-15)
4964873327,2021-03-19,2021-04-26,,2021-04-09,2021-04-09,224,Price too high,2,Spain,,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-03-01,2021-04-01,2021-04-01,,,2021-04-01,224,,
4965882545,2021-04-09,2021-04-19,,2021-04-12,2021-04-12,219,Insufficient Funds,,Italy,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-04-01,2021-04-01,2021-04-01,,,2021-04-01,219,5,small (2-5)
4966502246,2021-04-09,2021-06-16,,,,5.320,No Interest,,Poland,20,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-04-01,,,,,2021-06-01,5.320,20,big (16-20)
4966937199,2021-04-09,2021-04-27,,2021-04-15,2021-04-15,855,Price too high,1,Brazil,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-04-01,2021-04-01,2021-04-01,,,2021-04-01,855,4,small (2-5)
4983483508,2021-04-12,2021-05-07,,2021-04-28,2021-04-28,,No Product Fit,1,Spain,19,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-04-01,2021-04-01,2021-04-01,,,2021-05-01,,19,big (16-20)
4409191294,2021-02-27,2022-08-31,,2021-03-25,2022-04-07,,Automatically closed (expired),4,Italy,17,Proposal Sent [closure],,1,1,1,0,0,0,big (16-20),0,0,0,2021-02-01,2021-03-01,2022-04-01,,,2022-08-01,,17,big (16-20)
4443490622,2021-03-02,2021-11-30,,2021-03-25,2021-09-03,,Automatically closed (expired),50,Italy,5,Proposal Sent [closure],,1,1,1,0,0,0,small (2-5),0,0,0,2021-03-01,2021-03-01,2021-09-01,,,2021-11-01,,5,small (2-5)
4464291141,2021-03-03,2021-05-21,,2021-03-24,2021-04-28,339,Postponed,,Italy,10,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-03-01,2021-03-01,2021-04-01,,,2021-05-01,339,10,medium (6-10)
4470333794,2021-03-03,2021-03-08,,2021-03-04,2021-03-04,224,No Interest,,Spain,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-03-01,224,5,small (2-5)
4527451159,2021-03-05,2021-03-11,,2021-03-11,,1.334,Insufficient Funds,1,Brazil,5,Closed lost [set-lost],,1,1,0,0,0,1,small (2-5),0,1,0,2021-03-01,2021-03-01,,,,2021-03-01,1.334,5,small (2-5)
4574149183,2021-03-08,2021-06-02,,,,2.960,Abandoned,,Poland,10,Closed lost [set-lost],,1,0,0,0,0,1,medium (6-10),1,0,0,2021-03-01,,,,,2021-06-01,2.960,10,medium (6-10)
4588876848,2021-03-09,2021-06-07,,2021-03-11,2021-03-11,369,Sponsor Failed,2,Spain,10,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-06-01,369,10,medium (6-10)
4590464882,2021-03-09,2021-05-17,,,,244,Abandoned,,Italy,5,Closed lost [set-lost],,1,0,0,0,0,1,small (2-5),1,0,0,2021-03-01,,,,,2021-05-01,244,5,small (2-5)
4590496946,2021-03-09,2021-05-28,,2021-03-16,2021-03-19,4.215,Internal Development,,Poland,15,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2021-05-01,4.215,15,large (11-15)
4593580840,2021-03-09,2021-05-28,,,,244,Abandoned,,Italy,5,Closed lost [set-lost],,1,0,0,0,0,1,small (2-5),1,0,0,2021-03-01,,,,,2021-05-01,244,5,small (2-5)
4595293051,2021-03-09,2021-03-24,,,,,No Interest,,Spain,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-03-01,,,,,2021-03-01,,,
4595363080,2021-03-09,2021-05-10,,2021-04-14,2021-04-14,369,No Product Fit,2,Spain,10,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-03-01,2021-04-01,2021-04-01,,,2021-05-01,369,10,medium (6-10)
4602344091,2021-02-19,2021-03-22,,2021-03-15,2021-03-15,166,No Interest,,Spain,3,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-02-01,2021-03-01,2021-03-01,,,2021-03-01,166,3,small (2-5)
4607915149,2021-02-19,2021-05-12,,2021-04-29,2021-04-29,195,No Interest,1,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-02-01,2021-04-01,2021-04-01,,,2021-05-01,195,4,small (2-5)
4628010808,2021-03-12,2021-03-23,,2021-03-19,,244,Price too high,,Italy,5,Closed lost [set-lost],,1,1,0,0,0,1,small (2-5),0,1,0,2021-03-01,2021-03-01,,,,2021-03-01,244,5,small (2-5)
4676151691,2021-03-16,2022-05-02,2021-03-31,2021-03-17,2021-03-17,339,No Product Fit,,Italy,10,Closed lost [set-lost],,1,1,1,1,0,1,medium (6-10),0,0,0,2021-03-01,2021-03-01,2021-03-01,2021-03-01,,2022-05-01,339,10,medium (6-10)
4681943665,2021-03-16,2021-04-15,,2021-04-14,,936,Competitor,1,Brazil,3,Closed lost [set-lost],,1,1,0,0,0,1,small (2-5),0,1,0,2021-03-01,2021-04-01,,,,2021-04-01,936,3,small (2-5)
4947519896,2021-04-07,2021-04-13,,,,6.664,No Interest,,Poland,28,Closed lost [set-lost],,1,0,0,0,0,1,extra (>25),1,0,0,2021-04-01,,,,,2021-04-01,6.664,28,extra (>25)
