ID,createdate,closedate,contract_signed_at,spin_at,proposal_at,mrr,lost_reason,prob,country,drs,stage,paid_at,deals,spins,proposal,contract_signed,won,lost,size,no_show,lost_after_spin,paid_clinics,month_created,month_spin,month_proposal,month_contract,month_paid,month_closed,MRR number value,Drs - number value,True size
1529412917,2021-04-22,2021-05-13,2021-05-13,2021-04-22,2021-04-22,826,,,Italy,33,Closed won,,1,1,1,1,1,0,extra (>25),0,0,0,2021-04-01,2021-04-01,2021-04-01,2021-05-01,,2021-05-01,826,33,extra (>25)
2329943628,2021-01-01,2021-04-12,,2021-02-24,2021-02-24,195,Insufficient Funds,3,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-02-01,2021-02-01,,,2021-04-01,195,4,small (2-5)
3014951057,2020-12-01,2021-05-17,,,,315,Decision-maker Changed,,Italy,11,Closed lost [set-lost],,1,0,0,0,0,1,large (11-15),1,0,0,2020-12-01,,,,,2021-05-01,315,11,large (11-15)
3532265233,2021-03-02,2022-07-31,,2021-03-25,2021-03-25,5,Automatically closed (expired),50,Italy,5,Proposal Sent [closure],,1,1,1,0,0,0,small (2-5),0,0,0,2021-03-01,2021-03-01,2021-03-01,,,2022-07-01,5,5,small (2-5)
3987688857,2021-01-14,2021-05-05,,2021-01-14,2021-01-14,195,Insufficient Funds,3,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-05-01,195,4,small (2-5)
3992594492,2021-01-15,2021-04-01,,2021-01-15,2021-01-15,166,No Interest,3,Spain,3,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-04-01,166,3,small (2-5)
4010937406,2021-01-19,2021-01-25,,2021-01-19,2021-01-19,195,Insufficient Funds,2,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-01-01,195,4,small (2-5)
4013191929,2021-01-19,2021-04-22,,2021-03-29,2021-03-29,505,Insufficient Funds,,Italy,14,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-01-01,2021-03-01,2021-03-01,,,2021-04-01,505,14,large (11-15)
4037930410,2021-01-25,2021-02-03,2021-02-02,2021-02-02,2021-02-02,224,,,Spain,5,Closed won,,1,1,1,1,1,0,small (2-5),0,0,0,2021-01-01,2021-02-01,2021-02-01,2021-02-01,,2021-02-01,224,5,small (2-5)
4038306167,2021-01-25,2021-02-08,,2021-01-25,2021-01-25,137,Price too high,2,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-02-01,137,2,small (2-5)
4042378793,2021-01-26,2021-02-02,,2021-01-26,2021-01-26,369,Insufficient Funds,2,Spain,10,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-02-01,369,10,medium (6-10)
4043107013,2021-01-26,2021-02-01,,2021-01-26,2021-01-26,166,Price too high,2,Spain,3,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-02-01,166,3,small (2-5)
4044160761,2021-01-26,2021-05-05,,2021-01-26,2021-01-26,137,Insufficient Funds,3,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-05-01,137,2,small (2-5)
4044785668,2021-01-26,2021-02-11,,,,0,Abandoned,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-01-01,,,,,2021-02-01,0,,
4047926651,2021-01-27,2021-05-05,,2021-01-27,2021-01-27,195,Insufficient Funds,2,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-05-01,195,4,small (2-5)
4054267814,2021-01-28,2021-06-02,,2021-02-01,2021-02-01,8.000,Sponsor Failed,,Poland,40,Closed lost [set-lost],,1,1,1,0,0,1,extra (>25),0,0,0,2021-01-01,2021-02-01,2021-02-01,,,2021-06-01,8.000,40,extra (>25)
1085111107,2021-02-16,2021-06-14,,2021-03-31,2021-03-31,724,Postponed,,Italy,35,Closed lost [set-lost],,1,1,1,0,0,1,extra (>25),0,0,0,2021-02-01,2021-03-01,2021-03-01,,,2021-06-01,724,35,extra (>25)
3148849017,2021-04-12,2021-05-28,,2021-04-15,2021-04-15,625,Postponed,,Italy,20,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-04-01,2021-04-01,2021-04-01,,,2021-05-01,625,20,big (16-20)
3359596819,2020-12-01,2021-05-17,,,,244,Price too high,,Italy,5,Closed lost [set-lost],,1,0,0,0,0,1,small (2-5),1,0,0,2020-12-01,,,,,2021-05-01,244,5,small (2-5)
3728579679,2020-12-22,2021-06-05,,2021-02-03,2021-02-03,174,Automatically closed (expired),,Italy,6,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2020-12-01,2021-02-01,2021-02-01,,,2021-06-01,174,6,medium (6-10)
3730942678,2020-12-22,2021-10-08,,2021-03-10,2021-03-10,659,Insufficient Funds,3,Spain,20,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2020-12-01,2021-03-01,2021-03-01,,,2021-10-01,659,20,big (16-20)
3936962015,2021-01-04,2022-09-30,,2022-04-09,2022-04-09,,Competitor,5,Italy,15,Proposal Sent [closure],,1,1,1,0,0,0,large (11-15),0,0,0,2021-01-01,2022-04-01,2022-04-01,,,2022-09-01,,15,large (11-15)
3974804716,2021-01-12,2021-04-01,,2021-01-12,2021-01-12,340,No Interest,3,Spain,9,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-04-01,340,9,medium (6-10)
3980604228,2021-01-13,2021-04-01,,2021-01-13,2021-01-13,166,No Interest,3,Spain,3,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-04-01,166,3,small (2-5)
4005421131,2021-01-18,2021-04-06,,2021-01-18,2021-01-18,108,No Interest,3,Spain,1,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-04-01,108,1,small (2-5)
4006275498,2021-01-18,2021-02-12,2021-02-09,2021-02-03,2021-02-03,315,,,Italy,9,Closed won,,1,1,1,1,1,0,medium (6-10),0,0,0,2021-01-01,2021-02-01,2021-02-01,2021-02-01,,2021-02-01,315,9,medium (6-10)
4011236720,2021-01-19,2021-03-15,2021-02-25,2021-02-03,2021-02-03,369,,,Italy,18,Closed won,,1,1,1,1,1,0,big (16-20),0,0,0,2021-01-01,2021-02-01,2021-02-01,2021-02-01,,2021-03-01,369,18,big (16-20)
4016645074,2021-01-20,2021-04-06,,2021-01-20,2021-01-20,108,No Interest,3,Spain,1,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-04-01,108,1,small (2-5)
4016755427,2021-01-20,2021-01-20,,2021-01-20,2021-01-20,108,Insufficient Funds,2,Spain,1,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-01-01,108,1,small (2-5)
4016758809,2021-01-20,2021-03-09,,2021-01-20,2021-01-20,195,Insufficient Funds,3,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-03-01,195,4,small (2-5)
4026375153,2021-01-22,2021-04-06,,2021-01-22,2021-01-22,311,Competitor,3,Spain,8,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-04-01,311,8,medium (6-10)
4027001337,2021-01-22,2021-04-01,,2021-01-22,2021-01-22,224,No Interest,3,Spain,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-04-01,224,5,small (2-5)
4054840519,2021-01-28,2021-02-19,,,,,Abandoned,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-01-01,,,,,2021-02-01,,,
4058325376,2021-01-29,2021-02-08,,2021-01-29,,243,Price too high,,Italy,6,Closed lost [set-lost],,1,1,0,0,0,1,medium (6-10),0,1,0,2021-01-01,2021-01-01,,,,2021-02-01,243,6,medium (6-10)
4078390061,2021-02-03,2021-05-28,,2021-02-03,2021-02-03,472,Postponed,,Italy,17,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-05-01,472,17,big (16-20)
4081013190,2021-02-03,2021-02-11,,,,,Postponed,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-02-01,,,
4083130245,2021-02-04,2021-03-09,,,,339,Price too high,,Italy,10,Closed lost [set-lost],,1,0,0,0,0,1,medium (6-10),1,0,0,2021-02-01,,,,,2021-03-01,339,10,medium (6-10)
4083709295,2021-02-04,2021-04-30,,,,,No Interest,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-04-01,,,
4083710353,2021-02-04,2021-06-15,,,,,No Interest,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-06-01,,,
4083710356,2021-02-04,2021-02-12,,,,,No Product Fit,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-02-01,,,
4083713382,2021-02-04,2021-02-25,,2021-02-22,,1.887,Insufficient Funds,,Brazil,12,Closed lost [set-lost],,1,1,0,0,0,1,large (11-15),0,1,0,2021-02-01,2021-02-01,,,,2021-02-01,1.887,12,large (11-15)
4083714523,2021-02-04,2021-06-15,,,,,No Interest,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-06-01,,,
4083736028,2021-05-10,2021-07-23,,,,,Abandoned,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-05-01,,,,,2021-07-01,,,
4083743650,2021-02-04,2021-05-19,,,,,No Interest,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-05-01,,,
4083743655,2021-02-04,2021-03-08,,2021-02-09,2021-02-26,3.383,Price too high,3,Brazil,17,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,3.383,17,big (16-20)
4094934331,2021-02-05,2022-04-30,,2021-02-22,2021-09-03,,Automatically closed (expired),30,Italy,10,Proposal Sent [closure],,1,1,1,0,0,0,medium (6-10),0,0,0,2021-02-01,2021-02-01,2021-09-01,,,2022-04-01,,10,medium (6-10)
4104656816,2021-02-06,2021-08-31,,2021-02-06,2021-05-20,7.000,,,Poland,70,Proposal Sent [closure],,1,1,1,0,0,0,extra (>25),0,0,0,2021-02-01,2021-02-01,2021-05-01,,,2021-08-01,7.000,70,extra (>25)
4113656489,2021-02-08,2021-02-22,,2021-02-08,2021-02-08,649,Insufficient Funds,,Italy,30,Closed lost [set-lost],,1,1,1,0,0,1,extra (>25),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-02-01,649,30,extra (>25)
4120114534,2021-02-09,2021-03-16,2021-03-08,2021-02-11,2021-02-11,447,,,Italy,12,Closed won,,1,1,1,1,1,0,large (11-15),0,0,0,2021-02-01,2021-02-01,2021-02-01,2021-03-01,,2021-03-01,447,12,large (11-15)
4120118330,2021-02-09,2021-02-09,,,,586,Price too high,,Italy,23,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-02-01,,,,,2021-02-01,586,23,extra (>25)
4038632078,2021-01-25,2021-02-04,,2021-01-25,2021-01-25,195,Price too high,2,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-02-01,195,4,small (2-5)
4042474459,2021-01-26,2021-02-24,,2021-01-26,2021-01-26,137,Price too high,3,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-02-01,137,2,small (2-5)
4047264573,2021-01-27,2021-02-05,,2021-01-27,2021-01-27,369,Price too high,2,Spain,10,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-02-01,369,10,medium (6-10)
4048685437,2021-01-27,2021-09-30,,2021-01-27,2021-01-27,311,Abandoned,3,Spain,8,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-09-01,311,8,medium (6-10)
4053163970,2021-01-28,2021-06-02,,2021-01-28,2021-01-28,195,Sponsor Failed,3,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-06-01,195,4,small (2-5)
4053407716,2021-01-28,2021-06-28,,2021-01-28,2021-01-28,137,Sponsor Failed,3,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-06-01,137,2,small (2-5)
4054248292,2021-01-28,2021-08-31,,2021-01-28,2021-01-28,224,Insufficient Funds,2,Spain,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-08-01,224,5,small (2-5)
4054814556,2021-01-28,2021-08-09,,,,,No Interest,,Brazil,,Closed lost [set-lost],,1,0,0,0,0,1,,1,0,0,2021-01-01,,,,,2021-08-01,,,
4054936119,2021-01-28,2021-05-19,,2021-02-12,2021-02-22,1.242,Postponed,2,Brazil,7,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-01-01,2021-02-01,2021-02-01,,,2021-05-01,1.242,7,medium (6-10)
4057834547,2021-01-29,2021-02-01,,2021-01-29,2021-01-29,137,Price too high,2,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-02-01,137,2,small (2-5)
4059001966,2021-01-29,2021-02-25,,2021-02-01,2021-02-03,2.188,Insufficient Funds,,Brazil,16,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-01-01,2021-02-01,2021-02-01,,,2021-02-01,2.188,16,big (16-20)
4069871527,2021-02-01,2021-05-25,,,,1,Insufficient Funds,,Italy,5,Closed lost [set-lost],,1,0,0,0,0,1,small (2-5),1,0,0,2021-02-01,,,,,2021-05-01,1,5,small (2-5)
4072867457,2021-02-02,2021-06-01,,2021-02-02,2021-02-02,166,Sponsor Failed,3,Spain,3,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-06-01,166,3,small (2-5)
4073052324,2021-02-02,2021-04-01,,2021-02-02,2021-02-02,282,No Interest,3,Spain,7,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-04-01,282,7,medium (6-10)
4074193230,2021-02-02,2021-03-23,,2021-02-12,2021-02-12,302,Insufficient Funds,,Italy,7,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,302,7,medium (6-10)
4078770721,2021-02-03,2021-04-27,,2021-02-03,2021-02-03,244,No Interest,,Italy,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-04-01,244,5,small (2-5)
4078772200,2021-02-03,2021-05-17,,2021-02-05,2021-02-05,579,Price too high,,Italy,41,Closed lost [set-lost],,1,1,1,0,0,1,extra (>25),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-05-01,579,41,extra (>25)
1987398385,2021-01-01,2021-04-12,,2021-02-24,2021-02-24,224,Insufficient Funds,3,Spain,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-02-01,2021-02-01,,,2021-04-01,224,5,small (2-5)
2925042423,2020-12-01,2021-05-17,,,,339,Postponed,,Italy,8,Closed lost [set-lost],,1,0,0,0,0,1,medium (6-10),1,0,0,2020-12-01,,,,,2021-05-01,339,8,medium (6-10)
3020010397,2021-03-18,2022-09-30,,,2022-01-28,450,Automatically closed (expired),50,Italy,25,Proposal Sent [closure],,1,0,1,0,0,0,,0,0,0,2021-03-01,,2022-01-01,,,2022-09-01,450,25,extra (>25)
3612254656,2020-12-14,2022-07-31,,2021-02-22,2021-02-22,10,,3,Italy,10,Proposal Sent [closure],,1,1,1,0,0,0,medium (6-10),0,0,0,2020-12-01,2021-02-01,2021-02-01,,,2022-07-01,10,10,medium (6-10)
3956686254,2021-01-07,2021-01-29,,2021-01-07,2021-01-07,137,Price too high,3,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-01-01,137,2,small (2-5)
3971048531,2021-01-11,2021-01-12,,2021-01-11,2021-01-11,398,Price too high,3,Spain,11,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-01-01,398,11,large (11-15)
3971824096,2021-01-11,2021-09-30,,2021-01-11,2021-01-11,340,No Interest,3,Spain,9,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-09-01,340,9,medium (6-10)
3976988863,2021-01-12,2021-05-05,,2021-01-12,2021-01-12,137,Insufficient Funds,2,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-05-01,137,2,small (2-5)
3980878523,2021-01-13,2021-02-08,,2021-01-13,2021-01-13,166,Price too high,4,Spain,3,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-02-01,166,3,small (2-5)
3981985712,2021-01-13,2021-01-29,,2021-01-13,2021-01-13,224,No Interest,3,Spain,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-01-01,224,5,small (2-5)
3986198636,2021-01-14,2021-04-06,,2021-01-14,2021-01-14,137,No Interest,3,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-04-01,137,2,small (2-5)
3992907557,2021-01-15,2021-03-15,,2021-01-15,2021-01-15,137,Insufficient Funds,2,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-03-01,137,2,small (2-5)
4006853577,2021-01-18,2021-04-30,,,,244,Abandoned,,Italy,5,Closed lost [set-lost],,1,0,0,0,0,1,small (2-5),1,0,0,2021-01-01,,,,,2021-04-01,244,5,small (2-5)
4010637002,2021-01-19,2021-01-29,,,,509,Price too high,,Italy,10,Closed lost [set-lost],,1,0,0,0,0,1,medium (6-10),1,0,0,2021-01-01,,,,,2021-01-01,509,10,medium (6-10)
4012047971,2021-01-19,2022-08-31,,2021-03-25,2021-09-03,6,Automatically closed (expired),40,Italy,6,Proposal Sent [closure],,1,1,1,0,0,0,medium (6-10),0,0,0,2021-01-01,2021-03-01,2021-09-01,,,2022-08-01,6,6,medium (6-10)
4013053251,2021-01-19,2021-05-28,,2021-03-29,2021-04-20,629,Postponed,,Italy,40,Closed lost [set-lost],,1,1,1,0,0,1,extra (>25),0,0,0,2021-01-01,2021-03-01,2021-04-01,,,2021-05-01,629,40,extra (>25)
4016986100,2021-01-20,2021-01-29,,2021-01-20,2021-01-20,108,Price too high,3,Spain,1,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-01-01,108,1,small (2-5)
2410444025,2021-01-13,2021-03-18,,2021-01-13,2021-01-28,2.960,Internal Development,,Poland,10,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-03-01,2.960,10,medium (6-10)
3371221933,2021-03-08,2021-05-17,,2021-03-19,,390,No Product Fit,,Italy,10,Closed lost [set-lost],,1,1,0,0,0,1,medium (6-10),0,1,0,2021-03-01,2021-03-01,,,,2021-05-01,390,10,medium (6-10)
3960536138,2021-01-08,2021-04-01,,2021-01-08,2021-01-08,166,No Interest,3,Spain,3,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-04-01,166,3,small (2-5)
3980693131,2021-01-13,2021-05-05,,2021-01-13,2021-01-13,514,Insufficient Funds,2,Spain,15,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-05-01,514,15,large (11-15)
3982777795,2021-01-13,2021-05-05,,2021-01-13,2021-01-13,137,Insufficient Funds,3,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-05-01,137,2,small (2-5)
3986053530,2021-01-14,2021-01-19,,2021-01-14,2021-01-14,195,Price too high,3,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-01-01,195,4,small (2-5)
4010681474,2021-01-19,2021-02-03,,,,339,No Product Fit,,Italy,10,Closed lost [set-lost],,1,0,0,0,0,1,medium (6-10),1,0,0,2021-01-01,,,,,2021-02-01,339,10,medium (6-10)
4016734977,2021-01-20,2021-06-05,,2021-04-23,2021-04-23,399,Automatically closed (expired),,Italy,21,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-01-01,2021-04-01,2021-04-01,,,2021-06-01,399,21,extra (>25)
4021692238,2021-01-21,2021-05-31,,2021-01-21,2021-01-21,659,No Product Fit,2,Spain,20,Closed lost [set-lost],,1,1,1,0,0,1,big (16-20),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-05-01,659,20,big (16-20)
4022783830,2021-01-21,2021-06-02,,2021-01-21,2021-01-21,195,Sponsor Failed,3,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-06-01,195,4,small (2-5)
4026498713,2021-01-22,2021-04-01,,2021-01-22,2021-01-22,224,No Interest,3,Spain,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-04-01,224,5,small (2-5)
4042997750,2021-01-26,2022-05-31,,2021-01-26,2021-02-22,400,Automatically closed (expired),40,Italy,7,Proposal Sent [closure],,1,1,1,0,0,0,medium (6-10),0,0,0,2021-01-01,2021-01-01,2021-02-01,,,2022-05-01,400,7,medium (6-10)
4046962639,2021-01-27,2021-02-16,,2021-02-03,2021-02-03,273,Insufficient Funds,,Italy,6,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-01-01,2021-02-01,2021-02-01,,,2021-02-01,273,6,medium (6-10)
4047974802,2021-01-27,2021-05-05,,2021-01-27,2021-01-27,137,No Product Fit,3,Spain,2,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-05-01,137,2,small (2-5)
4048102529,2021-01-27,2021-06-05,,2021-02-03,2021-02-03,434,Automatically closed (expired),,Italy,15,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-01-01,2021-02-01,2021-02-01,,,2021-06-01,434,15,large (11-15)
4052258074,2021-01-28,2021-02-19,,2021-01-28,2021-01-28,108,Price too high,4,Spain,1,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-01-01,2021-01-01,2021-01-01,,,2021-02-01,108,1,small (2-5)
4126469273,2021-02-10,2021-03-12,,2021-02-10,2021-02-10,5.241,Internal Development,,Brazil,0,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,5.241,0,small (2-5)
4126506138,2021-02-10,2021-02-23,,2021-02-15,2021-02-19,2.329,No Product Fit,,Brazil,10,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-02-01,2.329,10,medium (6-10)
4138528003,2021-02-12,2021-03-30,,2021-02-12,2021-02-12,195,No Interest,3,Spain,,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,195,,
4154149025,2021-02-15,2021-03-15,,2021-02-15,2021-02-15,398,Price too high,,Spain,11,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,398,11,large (11-15)
4159090251,2021-02-16,2021-04-03,,2021-02-16,2021-02-19,,Postponed,,Italy,22,Closed lost [set-lost],,1,1,1,0,0,1,,0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-04-01,,22,extra (>25)
4167696988,2021-02-17,2021-03-08,2021-02-25,2021-02-17,2021-02-17,137,,,Spain,2,Closed won,,1,1,1,1,1,0,small (2-5),0,0,0,2021-02-01,2021-02-01,2021-02-01,2021-02-01,,2021-03-01,137,2,small (2-5)
4168011815,2021-02-17,2021-03-15,,2021-02-17,2021-02-17,195,Insufficient Funds,3,Spain,4,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,195,4,small (2-5)
4169789957,2021-02-17,2021-02-17,,,,,Decision-maker Changed,,Italy,10,Closed lost [set-lost],,1,0,0,0,0,1,medium (6-10),1,0,0,2021-02-01,,,,,2021-02-01,,10,medium (6-10)
4177316617,2021-02-18,2021-03-05,,2021-02-19,2021-02-19,1.931,No Interest,,Brazil,8,Closed lost [set-lost],,1,1,1,0,0,1,medium (6-10),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,1.931,8,medium (6-10)
4198583941,2021-02-19,2021-03-01,,2021-02-19,2021-02-19,273,Price too high,,Italy,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,273,5,small (2-5)
4200301965,2021-02-19,2021-03-11,,2021-02-19,2021-02-19,427,Price too high,,Spain,12,Closed lost [set-lost],,1,1,1,0,0,1,large (11-15),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,427,12,large (11-15)
4202386188,2021-02-19,2021-05-20,,,,5.320,Doesn't want to manage 2 calendars (Clinic Agenda),,Poland,20,Closed lost [set-lost],,1,0,0,0,0,1,big (16-20),1,0,0,2021-02-01,,,,,2021-05-01,5.320,20,big (16-20)
4210880357,2021-02-19,2021-03-09,,2021-02-23,2021-02-24,1.334,No Interest,2,Brazil,5,Closed lost [set-lost],,1,1,1,0,0,1,small (2-5),0,0,0,2021-02-01,2021-02-01,2021-02-01,,,2021-03-01,1.334,5,small (2-5)
4271954046,2021-02-22,2021-03-15,,2021-02-22,,369,No Interest,2,Spain,10,Closed lost [set-lost],,1,1,0,0,0,1,medium (6-10),0,1,0,2021-02-01,2021-02-01,,,,2021-03-01,369,10,medium (6-10)
